index,chart_name,person_id,mem,int,tru,emp,aes,itt,cft,model
358,COVID-4,persona_59,4,6,4,3,6,5,6,llama_32_11B
359,COVID-5,persona_59,1,4,6,1,7,5,4,llama_32_11B
360,COVID-1,persona_60,1,3,2,1,1,4,3,llama_32_11B
361,COVID-2,persona_60,1,6,4,2,3,5,6,llama_32_11B
362,COVID-3,persona_60,4,6,5,4,6,7,6,llama_32_11B
363,COVID-4,persona_60,4,6,3,2,5,4,6,llama_32_11B
364,COVID-5,persona_60,3,4,5,2,6,5,4,llama_32_11B
365,COVID-6,persona_60,7,6,4,3,5,6,5,llama_32_11B
366,COVID-2,persona_61,4,6,5,3,2,4,5,llama_32_11B
367,COVID-3,persona_61,4,5,4,4,5,5,5,llama_32_11B
368,COVID-4,persona_61,4,6,5,3,6,5,6,llama_32_11B
369,COVID-5,persona_61,3,6,4,2,5,4,3,llama_32_11B
370,COVID-6,persona_61,6,5,4,3,7,6,5,llama_32_11B
371,COVID-7,persona_61,4,6,5,3,6,5,6,llama_32_11B
372,COVID-3,persona_62,4,5,4,4,5,6,5,llama_32_11B
373,COVID-4,persona_62,4,5,4,3,5,4,5,llama_32_11B
374,COVID-5,persona_62,3,5,4,2,6,5,4,llama_32_11B
375,COVID-6,persona_62,4,5,4,3,6,5,4,llama_32_11B
376,COVID-7,persona_62,4,6,5,3,6,5,6,llama_32_11B
377,COVID-8,persona_62,4,6,4,4,6,6,6,llama_32_11B
378,COVID-4,persona_63,4,5,4,3,6,5,5,llama_32_11B
379,COVID-5,persona_63,1,2,3,4,5,6,7,llama_32_11B
380,COVID-6,persona_63,3,4,2,1,5,6,4,llama_32_11B
381,COVID-7,persona_63,3,6,4,3,5,6,5,llama_32_11B
382,COVID-8,persona_63,4,6,4,3,5,6,5,llama_32_11B
383,COVID-9,persona_63,1,6,4,2,5,3,6,llama_32_11B
384,COVID-5,persona_64,1,6,4,1,7,5,6,llama_32_11B
385,COVID-6,persona_64,7,5,4,3,6,5,4,llama_32_11B
386,COVID-7,persona_64,4,6,5,3,6,5,6,llama_32_11B
387,COVID-8,persona_64,4,6,4,4,6,6,6,llama_32_11B
388,COVID-9,persona_64,1,6,4,2,5,3,6,llama_32_11B
389,COVID-10,persona_64,3,6,4,3,6,5,6,llama_32_11B
390,COVID-6,persona_65,7,6,4,3,5,6,5,llama_32_11B
391,COVID-7,persona_65,3,6,4,3,5,4,5,llama_32_11B
392,COVID-8,persona_65,4,6,4,4,5,6,5,llama_32_11B
393,COVID-9,persona_65,3,6,4,3,5,6,5,llama_32_11B
394,COVID-10,persona_65,3,6,4,3,5,4,6,llama_32_11B
395,COVID-11,persona_65,4,6,5,3,5,6,5,llama_32_11B
396,COVID-7,persona_66,3,6,4,3,5,6,5,llama_32_11B
397,COVID-8,persona_66,4,6,4,4,6,6,6,llama_32_11B
398,COVID-9,persona_66,1,6,4,3,5,6,5,llama_32_11B
399,COVID-10,persona_66,3,6,4,3,6,5,6,llama_32_11B
400,COVID-11,persona_66,4,5,4,3,5,5,5,llama_32_11B
401,COVID-12,persona_66,3,5,4,3,4,5,4,llama_32_11B
402,COVID-8,persona_67,4,6,4,4,6,6,6,llama_32_11B
403,COVID-9,persona_67,4,6,5,3,4,6,5,llama_32_11B
404,COVID-10,persona_67,3,4,4,3,6,5,4,llama_32_11B
405,COVID-11,persona_67,4,6,5,3,5,6,5,llama_32_11B
406,COVID-12,persona_67,4,6,5,4,3,5,6,llama_32_11B
407,COVID-1,persona_67,3,4,4,2,3,5,4,llama_32_11B
408,COVID-9,persona_68,4,6,4,3,5,6,5,llama_32_11B
409,COVID-10,persona_68,3,4,4,3,6,5,4,llama_32_11B
410,COVID-11,persona_68,4,5,4,3,5,5,5,llama_32_11B
411,COVID-12,persona_68,4,5,4,3,4,5,5,llama_32_11B
412,COVID-1,persona_68,7,6,4,3,2,5,6,llama_32_11B
413,COVID-2,persona_68,3,5,4,3,6,7,6,llama_32_11B
414,COVID-10,persona_69,3,6,4,3,6,5,6,llama_32_11B
415,COVID-11,persona_69,4,6,4,3,5,5,6,llama_32_11B
416,COVID-12,persona_69,4,6,4,4,4,5,5,llama_32_11B
417,COVID-1,persona_69,1,3,2,1,1,4,3,llama_32_11B
418,COVID-2,persona_69,3,6,4,2,5,7,6,llama_32_11B
419,COVID-3,persona_69,4,6,4,4,5,6,6,llama_32_11B
420,COVID-11,persona_70,3,5,4,3,4,5,5,llama_32_11B
421,COVID-12,persona_70,4,6,4,4,4,5,5,llama_32_11B
422,COVID-1,persona_70,1,2,3,4,5,6,7,llama_32_11B
423,COVID-2,persona_70,1,6,4,2,3,5,6,llama_32_11B
424,COVID-3,persona_70,3,6,4,3,5,6,5,llama_32_11B
425,COVID-4,persona_70,2,5,4,3,6,4,5,llama_32_11B
426,COVID-12,persona_71,4,5,4,3,4,5,5,llama_32_11B
427,COVID-1,persona_71,4,3,4,2,3,5,4,llama_32_11B
428,COVID-2,persona_71,3,5,4,2,6,7,5,llama_32_11B
429,COVID-3,persona_71,4,5,4,4,5,6,5,llama_32_11B
430,COVID-4,persona_71,4,5,4,3,6,5,5,llama_32_11B
431,COVID-5,persona_71,3,6,4,2,5,4,5,llama_32_11B
432,HousePrice-1,persona_72,4,6,5,4,6,5,6,llama_32_11B
433,HousePrice-2,persona_72,4,5,4,3,5,5,4,llama_32_11B
434,HousePrice-3,persona_72,4,6,4,3,5,4,5,llama_32_11B
435,HousePrice-4,persona_72,4,4,4,4,4,4,4,llama_32_11B
436,HousePrice-5,persona_72,4,6,4,3,6,5,6,llama_32_11B
437,HousePrice-6,persona_72,4,6,4,4,6,6,6,llama_32_11B
438,HousePrice-2,persona_73,4,6,3,2,5,4,5,llama_32_11B
439,HousePrice-3,persona_73,4,6,4,3,5,4,5,llama_32_11B
440,HousePrice-4,persona_73,4,5,4,4,5,5,5,llama_32_11B
441,HousePrice-5,persona_73,4,6,4,3,6,5,6,llama_32_11B
442,HousePrice-6,persona_73,4,6,4,4,6,6,6,llama_32_11B
443,HousePrice-7,persona_73,4,6,4,3,5,4,5,llama_32_11B
444,HousePrice-3,persona_74,4,6,4,3,5,4,5,llama_32_11B
445,HousePrice-4,persona_74,3,4,4,3,4,4,4,llama_32_11B
446,HousePrice-5,persona_74,3,6,4,3,6,5,6,llama_32_11B
447,HousePrice-6,persona_74,4,6,5,3,5,6,5,llama_32_11B
448,HousePrice-7,persona_74,4,6,4,3,5,4,5,llama_32_11B
449,HousePrice-8,persona_74,1,5,2,1,6,4,3,llama_32_11B
450,HousePrice-4,persona_75,4,4,4,4,4,4,4,llama_32_11B
451,HousePrice-5,persona_75,3,4,4,3,5,4,4,llama_32_11B
452,HousePrice-6,persona_75,4,6,4,4,6,6,6,llama_32_11B
453,HousePrice-7,persona_75,4,6,4,3,5,4,5,llama_32_11B
454,HousePrice-8,persona_75,3,5,4,3,6,5,4,llama_32_11B
455,HousePrice-9,persona_75,3,6,4,3,5,6,5,llama_32_11B
456,HousePrice-5,persona_76,3,6,4,3,6,5,6,llama_32_11B
457,HousePrice-6,persona_76,4,6,4,4,6,6,6,llama_32_11B
458,HousePrice-7,persona_76,4,6,4,3,5,4,5,llama_32_11B
459,HousePrice-8,persona_76,2,5,3,2,4,6,5,llama_32_11B
460,HousePrice-9,persona_76,4,6,5,3,5,6,5,llama_32_11B
461,HousePrice-10,persona_76,3,4,3,2,5,4,4,llama_32_11B
462,HousePrice-6,persona_77,4,6,4,4,6,6,6,llama_32_11B
463,HousePrice-7,persona_77,4,6,4,3,5,5,4,llama_32_11B
464,HousePrice-8,persona_77,4,6,4,3,5,6,5,llama_32_11B
465,HousePrice-9,persona_77,3,6,4,3,5,6,5,llama_32_11B
466,HousePrice-10,persona_77,3,4,2,1,6,5,4,llama_32_11B
467,HousePrice-11,persona_77,4,6,5,3,6,5,6,llama_32_11B
468,HousePrice-7,persona_78,4,6,4,3,5,4,5,llama_32_11B
469,HousePrice-8,persona_78,4,5,4,3,6,5,5,llama_32_11B
470,HousePrice-9,persona_78,4,6,5,3,5,4,5,llama_32_11B
471,HousePrice-10,persona_78,4,5,4,3,6,5,4,llama_32_11B
472,HousePrice-11,persona_78,4,6,5,3,6,5,6,llama_32_11B
473,HousePrice-12,persona_78,3,5,4,2,6,5,4,llama_32_11B
474,HousePrice-8,persona_79,4,6,3,2,5,4,5,llama_32_11B
475,HousePrice-9,persona_79,4,6,5,3,5,4,5,llama_32_11B
476,HousePrice-10,persona_79,3,4,3,2,5,4,4,llama_32_11B
477,HousePrice-11,persona_79,4,5,4,3,5,4,5,llama_32_11B
478,HousePrice-12,persona_79,3,5,4,3,6,5,4,llama_32_11B
479,HousePrice-1,persona_79,3,6,4,3,5,6,5,llama_32_11B
480,HousePrice-9,persona_80,4,6,5,4,5,6,5,llama_32_11B
481,HousePrice-10,persona_80,3,4,3,2,5,4,3,llama_32_11B
482,HousePrice-11,persona_80,4,5,4,4,5,5,5,llama_32_11B
483,HousePrice-12,persona_80,3,5,4,3,6,5,4,llama_32_11B
484,HousePrice-1,persona_80,4,6,5,4,6,5,6,llama_32_11B
485,HousePrice-2,persona_80,3,4,3,2,5,4,3,llama_32_11B
486,HousePrice-10,persona_81,3,4,2,1,5,3,4,llama_32_11B
487,HousePrice-11,persona_81,4,5,4,3,6,5,5,llama_32_11B
488,HousePrice-12,persona_81,3,5,4,3,5,5,4,llama_32_11B
489,HousePrice-1,persona_81,3,6,4,3,5,6,5,llama_32_11B
490,HousePrice-2,persona_81,4,5,3,2,6,4,5,llama_32_11B
491,HousePrice-3,persona_81,4,6,4,3,5,4,4,llama_32_11B
492,HousePrice-11,persona_82,4,6,5,3,6,5,6,llama_32_11B
493,HousePrice-12,persona_82,3,5,4,3,4,5,4,llama_32_11B
494,HousePrice-1,persona_82,4,5,4,3,5,5,5,llama_32_11B
495,HousePrice-2,persona_82,4,5,4,3,6,5,4,llama_32_11B
496,HousePrice-3,persona_82,4,5,4,3,5,4,5,llama_32_11B
497,HousePrice-4,persona_82,4,4,4,4,4,4,4,llama_32_11B
498,HousePrice-12,persona_83,3,5,4,3,5,6,5,llama_32_11B
499,HousePrice-1,persona_83,4,6,5,4,6,5,6,llama_32_11B
500,HousePrice-2,persona_83,4,5,3,2,6,4,5,llama_32_11B
501,HousePrice-3,persona_83,4,6,4,3,5,4,5,llama_32_11B
502,HousePrice-4,persona_83,4,6,4,4,4,4,4,llama_32_11B
503,HousePrice-5,persona_83,4,6,4,3,5,4,5,llama_32_11B
504,HousePrice-1,persona_84,3,6,4,3,5,6,5,llama_32_11B
505,HousePrice-2,persona_84,3,5,4,3,6,5,4,llama_32_11B
506,HousePrice-3,persona_84,4,6,4,3,5,4,5,llama_32_11B
507,HousePrice-4,persona_84,3,5,4,3,4,5,4,llama_32_11B
508,HousePrice-5,persona_84,3,6,4,3,6,5,6,llama_32_11B
509,HousePrice-6,persona_84,4,6,4,4,5,6,6,llama_32_11B
510,HousePrice-2,persona_85,3,4,3,2,4,5,4,llama_32_11B
511,HousePrice-3,persona_85,4,6,4,3,5,4,5,llama_32_11B
512,HousePrice-4,persona_85,3,4,3,2,4,4,4,llama_32_11B
513,HousePrice-5,persona_85,3,6,4,3,6,5,6,llama_32_11B
514,HousePrice-6,persona_85,4,6,4,4,6,6,6,llama_32_11B
515,HousePrice-7,persona_85,4,6,4,3,5,4,5,llama_32_11B
516,HousePrice-3,persona_86,4,5,4,3,5,4,5,llama_32_11B
517,HousePrice-4,persona_86,3,4,4,3,3,4,4,llama_32_11B
518,HousePrice-5,persona_86,2,5,4,3,6,5,4,llama_32_11B
519,HousePrice-6,persona_86,4,6,5,3,5,6,5,llama_32_11B
520,HousePrice-7,persona_86,4,6,5,3,5,4,5,llama_32_11B
521,HousePrice-8,persona_86,1,6,4,3,6,5,4,llama_32_11B
522,HousePrice-4,persona_87,3,4,4,3,4,4,4,llama_32_11B
523,HousePrice-5,persona_87,4,6,4,3,6,5,6,llama_32_11B
524,HousePrice-6,persona_87,4,6,4,4,6,6,6,llama_32_11B
525,HousePrice-7,persona_87,3,6,4,3,5,4,5,llama_32_11B
526,HousePrice-8,persona_87,3,5,4,2,6,4,5,llama_32_11B
527,HousePrice-9,persona_87,3,6,4,3,5,6,5,llama_32_11B
528,HousePrice-5,persona_88,3,6,4,3,6,5,6,llama_32_11B
529,HousePrice-6,persona_88,4,6,4,4,6,6,6,llama_32_11B
530,HousePrice-7,persona_88,3,6,4,3,5,4,5,llama_32_11B
531,HousePrice-8,persona_88,1,6,2,3,5,4,6,llama_32_11B
532,HousePrice-9,persona_88,3,5,4,3,5,4,4,llama_32_11B
533,HousePrice-10,persona_88,3,4,2,1,5,3,4,llama_32_11B
534,HousePrice-6,persona_89,4,6,4,4,6,6,6,llama_32_11B
535,HousePrice-7,persona_89,4,6,4,3,5,4,5,llama_32_11B
536,HousePrice-8,persona_89,3,5,4,3,6,5,5,llama_32_11B
537,HousePrice-9,persona_89,3,6,4,3,5,4,5,llama_32_11B
538,HousePrice-10,persona_89,3,4,2,1,6,5,4,llama_32_11B
539,HousePrice-11,persona_89,4,5,4,3,6,5,5,llama_32_11B
540,HousePrice-7,persona_90,4,6,4,3,5,5,4,llama_32_11B
541,HousePrice-8,persona_90,3,5,4,3,6,5,4,llama_32_11B
542,HousePrice-9,persona_90,4,6,5,3,5,4,5,llama_32_11B
543,HousePrice-10,persona_90,3,4,2,1,6,5,4,llama_32_11B
544,HousePrice-11,persona_90,4,6,5,3,6,5,6,llama_32_11B
545,HousePrice-12,persona_90,3,5,4,2,6,5,4,llama_32_11B
546,HousePrice-8,persona_91,3,5,4,3,6,5,4,llama_32_11B
547,HousePrice-9,persona_91,3,6,4,3,5,6,5,llama_32_11B
548,HousePrice-10,persona_91,3,4,2,1,5,6,4,llama_32_11B
549,HousePrice-11,persona_91,4,5,4,3,5,5,5,llama_32_11B
550,HousePrice-12,persona_91,3,5,4,3,4,5,4,llama_32_11B
551,HousePrice-1,persona_91,4,5,4,3,5,5,5,llama_32_11B
552,HousePrice-9,persona_92,4,6,5,4,5,6,5,llama_32_11B
553,HousePrice-10,persona_92,3,4,2,1,5,6,4,llama_32_11B
554,HousePrice-11,persona_92,4,5,4,3,6,5,5,llama_32_11B
555,HousePrice-12,persona_92,3,5,4,3,4,5,4,llama_32_11B
556,HousePrice-1,persona_92,4,6,5,3,6,5,6,llama_32_11B
557,HousePrice-2,persona_92,3,5,4,3,6,5,4,llama_32_11B
558,HousePrice-10,persona_93,3,4,2,1,6,5,4,llama_32_11B
559,HousePrice-11,persona_93,4,6,5,3,6,5,6,llama_32_11B
560,HousePrice-12,persona_93,4,6,5,3,5,6,5,llama_32_11B
561,HousePrice-1,persona_93,4,6,5,3,6,7,6,llama_32_11B
562,HousePrice-2,persona_93,4,5,3,2,6,4,5,llama_32_11B
563,HousePrice-3,persona_93,4,6,4,3,5,4,5,llama_32_11B
564,HousePrice-11,persona_94,4,5,4,3,6,5,5,llama_32_11B
565,HousePrice-12,persona_94,3,5,4,3,6,5,4,llama_32_11B
566,HousePrice-1,persona_94,4,6,5,3,6,5,6,llama_32_11B
567,HousePrice-2,persona_94,4,5,4,3,6,5,5,llama_32_11B
568,HousePrice-3,persona_94,4,6,4,3,5,4,5,llama_32_11B
569,HousePrice-4,persona_94,3,6,4,3,5,6,5,llama_32_11B
570,HousePrice-12,persona_95,3,5,4,3,5,5,4,llama_32_11B
571,HousePrice-1,persona_95,3,5,4,3,5,5,4,llama_32_11B
572,HousePrice-2,persona_95,4,5,3,2,6,4,5,llama_32_11B
573,HousePrice-3,persona_95,4,6,4,3,5,4,5,llama_32_11B
574,HousePrice-4,persona_95,3,4,4,3,3,4,4,llama_32_11B
575,HousePrice-5,persona_95,3,4,3,2,5,4,4,llama_32_11B
576,HousePrice-1,persona_96,4,6,4,3,5,4,5,llama_32_11B
577,HousePrice-2,persona_96,4,5,3,2,6,4,5,llama_32_11B
578,HousePrice-3,persona_96,4,6,4,3,5,4,4,llama_32_11B
579,HousePrice-4,persona_96,3,6,4,3,5,4,5,llama_32_11B
580,HousePrice-5,persona_96,3,6,4,3,6,5,6,llama_32_11B
581,HousePrice-6,persona_96,4,6,4,4,6,6,6,llama_32_11B
582,HousePrice-2,persona_97,4,6,3,2,5,4,5,llama_32_11B
583,HousePrice-3,persona_97,4,6,4,3,5,4,5,llama_32_11B
584,HousePrice-4,persona_97,4,6,4,4,4,4,4,llama_32_11B
585,HousePrice-5,persona_97,2,5,4,3,6,5,5,llama_32_11B
586,HousePrice-6,persona_97,4,6,4,4,6,6,6,llama_32_11B
587,HousePrice-7,persona_97,4,6,4,3,5,4,5,llama_32_11B
588,HousePrice-3,persona_98,4,6,4,3,5,4,4,llama_32_11B
589,HousePrice-4,persona_98,3,5,4,3,6,4,5,llama_32_11B
590,HousePrice-5,persona_98,4,6,4,3,6,5,6,llama_32_11B
591,HousePrice-6,persona_98,4,6,4,3,5,6,5,llama_32_11B
592,HousePrice-7,persona_98,4,6,4,3,5,4,5,llama_32_11B
593,HousePrice-8,persona_98,1,6,4,2,5,3,6,llama_32_11B
594,HousePrice-4,persona_99,3,4,3,2,3,4,4,llama_32_11B
595,HousePrice-5,persona_99,3,5,4,3,6,5,4,llama_32_11B
596,HousePrice-6,persona_99,4,6,4,4,6,6,6,llama_32_11B
597,HousePrice-7,persona_99,3,6,4,3,5,6,5,llama_32_11B
598,HousePrice-8,persona_99,2,5,3,2,4,6,5,llama_32_11B
599,HousePrice-9,persona_99,3,6,4,3,5,6,5,llama_32_11B
600,HousePrice-5,persona_100,3,6,4,3,6,5,6,llama_32_11B
601,HousePrice-6,persona_100,4,6,4,4,5,6,5,llama_32_11B
602,HousePrice-7,persona_100,4,6,4,3,5,4,5,llama_32_11B
603,HousePrice-8,persona_100,3,5,4,2,6,4,5,llama_32_11B
604,HousePrice-9,persona_100,4,6,5,3,5,6,5,llama_32_11B
605,HousePrice-10,persona_100,3,5,4,2,6,4,5,llama_32_11B
606,HousePrice-6,persona_101,4,6,5,4,6,5,6,llama_32_11B
607,HousePrice-7,persona_101,4,6,4,3,5,4,5,llama_32_11B
608,HousePrice-8,persona_101,3,5,4,3,6,5,4,llama_32_11B
609,HousePrice-9,persona_101,4,6,5,3,5,4,5,llama_32_11B
610,HousePrice-10,persona_101,4,5,4,3,6,5,4,llama_32_11B
611,HousePrice-11,persona_101,4,6,5,4,6,5,6,llama_32_11B
612,HousePrice-7,persona_102,4,6,4,3,5,4,4,llama_32_11B
613,HousePrice-8,persona_102,3,5,4,3,6,5,4,llama_32_11B
614,HousePrice-9,persona_102,4,6,5,4,5,6,5,llama_32_11B
615,HousePrice-10,persona_102,3,4,3,2,5,4,4,llama_32_11B
616,HousePrice-11,persona_102,4,6,5,3,6,5,6,llama_32_11B
617,HousePrice-12,persona_102,3,5,4,3,6,5,4,llama_32_11B
618,HousePrice-8,persona_103,2,5,3,2,4,6,5,llama_32_11B
619,HousePrice-9,persona_103,4,6,5,4,5,6,5,llama_32_11B
620,HousePrice-10,persona_103,3,5,4,2,6,4,5,llama_32_11B
621,HousePrice-11,persona_103,4,6,5,4,6,5,6,llama_32_11B
622,HousePrice-12,persona_103,3,5,4,3,5,5,4,llama_32_11B
623,HousePrice-1,persona_103,4,6,5,4,6,5,6,llama_32_11B
624,HousePrice-9,persona_104,4,6,5,4,5,6,5,llama_32_11B
625,HousePrice-10,persona_104,3,4,3,2,5,4,4,llama_32_11B
626,HousePrice-11,persona_104,4,6,5,3,6,5,6,llama_32_11B
627,HousePrice-12,persona_104,3,5,4,3,5,6,5,llama_32_11B
628,HousePrice-1,persona_104,4,6,5,4,6,5,6,llama_32_11B
629,HousePrice-2,persona_104,4,6,3,2,5,4,5,llama_32_11B
630,HousePrice-10,persona_105,3,4,2,1,6,5,4,llama_32_11B
631,HousePrice-11,persona_105,4,6,5,3,6,5,6,llama_32_11B
632,HousePrice-12,persona_105,3,5,4,2,6,5,4,llama_32_11B
633,HousePrice-1,persona_105,4,6,4,3,5,6,5,llama_32_11B
634,HousePrice-2,persona_105,3,4,3,2,5,4,4,llama_32_11B
635,HousePrice-3,persona_105,4,6,4,3,5,4,5,llama_32_11B
636,HousePrice-11,persona_106,4,6,5,4,6,5,6,llama_32_11B
637,HousePrice-12,persona_106,3,5,4,3,5,5,4,llama_32_11B
638,HousePrice-1,persona_106,3,6,4,3,6,5,6,llama_32_11B
639,HousePrice-2,persona_106,3,5,4,3,6,5,4,llama_32_11B
640,HousePrice-3,persona_106,4,6,5,3,6,5,6,llama_32_11B
641,HousePrice-4,persona_106,3,5,4,3,6,5,4,llama_32_11B
642,HousePrice-12,persona_107,3,5,4,3,6,5,4,llama_32_11B
643,HousePrice-1,persona_107,4,5,4,3,5,5,5,llama_32_11B
644,HousePrice-2,persona_107,4,5,3,2,6,4,5,llama_32_11B
645,HousePrice-3,persona_107,4,5,4,3,6,5,5,llama_32_11B
646,HousePrice-4,persona_107,4,4,4,4,4,4,4,llama_32_11B
647,HousePrice-5,persona_107,3,4,4,3,6,5,5,llama_32_11B
648,HousePrice-1,persona_108,4,6,4,4,5,6,5,llama_32_11B
649,HousePrice-2,persona_108,3,4,3,2,3,4,3,llama_32_11B
650,HousePrice-3,persona_108,4,6,4,4,4,5,5,llama_32_11B
651,HousePrice-4,persona_108,3,4,4,3,3,4,4,llama_32_11B
652,HousePrice-5,persona_108,3,6,4,3,6,5,6,llama_32_11B
653,HousePrice-6,persona_108,4,6,4,4,5,6,5,llama_32_11B
654,HousePrice-2,persona_109,4,5,3,2,6,4,5,llama_32_11B
655,HousePrice-3,persona_109,4,5,4,3,6,5,5,llama_32_11B
656,HousePrice-4,persona_109,4,5,4,4,5,5,5,llama_32_11B
657,HousePrice-5,persona_109,3,6,4,3,6,5,6,llama_32_11B
658,HousePrice-6,persona_109,4,6,4,4,5,6,6,llama_32_11B
659,HousePrice-7,persona_109,4,6,4,3,5,4,5,llama_32_11B
660,HousePrice-3,persona_110,3,5,4,3,4,5,4,llama_32_11B
661,HousePrice-4,persona_110,3,4,3,2,4,4,4,llama_32_11B
662,HousePrice-5,persona_110,3,6,4,3,6,5,6,llama_32_11B
663,HousePrice-6,persona_110,4,6,4,4,6,6,6,llama_32_11B
664,HousePrice-7,persona_110,1,6,4,3,5,7,6,llama_32_11B
665,HousePrice-8,persona_110,3,5,4,2,6,4,5,llama_32_11B
666,HousePrice-4,persona_111,4,6,4,4,4,4,4,llama_32_11B
667,HousePrice-5,persona_111,3,6,4,3,6,5,6,llama_32_11B
668,HousePrice-6,persona_111,4,6,4,4,6,6,6,llama_32_11B
669,HousePrice-7,persona_111,4,6,4,3,5,4,5,llama_32_11B
670,HousePrice-8,persona_111,3,6,4,3,5,6,5,llama_32_11B
671,HousePrice-9,persona_111,3,6,4,3,5,4,5,llama_32_11B
672,HousePrice-5,persona_112,3,6,4,3,6,5,6,llama_32_11B
673,HousePrice-6,persona_112,4,5,4,4,5,5,5,llama_32_11B
674,HousePrice-7,persona_112,4,6,4,3,5,4,5,llama_32_11B
675,HousePrice-8,persona_112,3,5,4,3,6,5,4,llama_32_11B
676,HousePrice-9,persona_112,4,6,5,4,5,6,5,llama_32_11B
677,HousePrice-10,persona_112,3,4,2,1,6,5,4,llama_32_11B
678,HousePrice-6,persona_113,4,6,4,4,6,6,6,llama_32_11B
679,HousePrice-7,persona_113,4,6,4,4,5,5,5,llama_32_11B
680,HousePrice-8,persona_113,3,5,4,3,6,5,4,llama_32_11B
681,HousePrice-9,persona_113,3,6,4,3,5,6,5,llama_32_11B
682,HousePrice-10,persona_113,4,5,4,3,6,5,4,llama_32_11B
683,HousePrice-11,persona_113,4,6,5,4,6,5,6,llama_32_11B
684,HousePrice-7,persona_114,4,6,4,3,5,4,4,llama_32_11B
685,HousePrice-8,persona_114,3,6,4,2,5,3,5,llama_32_11B
686,HousePrice-9,persona_114,4,6,5,4,5,6,5,llama_32_11B
