index,chart_name,person_id,mem,int,tru,emp,aes,itt,cft,model
998,GlobalWarming-1,persona_166,2,6,4,3,5,6,5,llama_32_11B
999,GlobalWarming-2,persona_166,4,5,4,4,5,5,5,llama_32_11B
1000,GlobalWarming-3,persona_166,1,6,4,3,5,6,6,llama_32_11B
1001,GlobalWarming-4,persona_166,3,5,4,3,4,5,4,llama_32_11B
1002,GlobalWarming-12,persona_167,3,6,4,2,5,4,5,llama_32_11B
1003,GlobalWarming-1,persona_167,4,6,4,3,6,5,6,llama_32_11B
1004,GlobalWarming-2,persona_167,4,5,4,3,6,5,5,llama_32_11B
1005,GlobalWarming-3,persona_167,6,7,5,3,6,7,6,llama_32_11B
1006,GlobalWarming-4,persona_167,5,6,4,3,6,5,6,llama_32_11B
1007,GlobalWarming-5,persona_167,4,5,4,3,5,5,5,llama_32_11B
1008,GlobalWarming-1,persona_168,2,5,4,3,6,7,5,llama_32_11B
1009,GlobalWarming-2,persona_168,3,4,4,3,4,4,4,llama_32_11B
1010,GlobalWarming-3,persona_168,4,6,4,3,5,6,5,llama_32_11B
1011,GlobalWarming-4,persona_168,3,4,4,3,3,4,4,llama_32_11B
1012,GlobalWarming-5,persona_168,4,5,4,3,5,5,5,llama_32_11B
1013,GlobalWarming-6,persona_168,4,6,4,3,5,6,5,llama_32_11B
1014,GlobalWarming-2,persona_169,3,6,4,3,6,5,6,llama_32_11B
1015,GlobalWarming-3,persona_169,3,6,4,3,5,4,5,llama_32_11B
1016,GlobalWarming-4,persona_169,4,5,4,3,4,5,4,llama_32_11B
1017,GlobalWarming-5,persona_169,3,5,4,3,5,4,5,llama_32_11B
1018,GlobalWarming-6,persona_169,3,6,4,3,6,5,6,llama_32_11B
1019,GlobalWarming-7,persona_169,3,6,4,3,6,5,6,llama_32_11B
1020,GlobalWarming-3,persona_170,4,6,4,3,5,4,4,llama_32_11B
1021,GlobalWarming-4,persona_170,4,6,4,3,5,4,5,llama_32_11B
1022,GlobalWarming-5,persona_170,4,5,4,3,6,5,5,llama_32_11B
1023,GlobalWarming-6,persona_170,4,6,4,3,5,4,5,llama_32_11B
1024,GlobalWarming-7,persona_170,4,6,4,3,6,5,5,llama_32_11B
1025,GlobalWarming-8,persona_170,1,6,4,3,6,5,4,llama_32_11B
1026,GlobalWarming-4,persona_171,4,5,4,3,4,5,4,llama_32_11B
1027,GlobalWarming-5,persona_171,4,5,4,3,5,5,5,llama_32_11B
1028,GlobalWarming-6,persona_171,4,6,5,3,6,5,6,llama_32_11B
1029,GlobalWarming-7,persona_171,3,6,4,3,6,5,6,llama_32_11B
1030,GlobalWarming-8,persona_171,3,6,4,3,5,6,5,llama_32_11B
1031,GlobalWarming-9,persona_171,3,6,4,2,5,7,6,llama_32_11B
1032,GlobalWarming-5,persona_172,3,5,4,3,6,5,5,llama_32_11B
1033,GlobalWarming-6,persona_172,4,6,4,3,5,4,5,llama_32_11B
1034,GlobalWarming-7,persona_172,4,6,4,3,6,5,6,llama_32_11B
1035,GlobalWarming-8,persona_172,1,6,3,2,5,4,6,llama_32_11B
1036,GlobalWarming-9,persona_172,3,6,4,2,5,3,4,llama_32_11B
1037,GlobalWarming-10,persona_172,4,6,5,4,5,6,5,llama_32_11B
1038,GlobalWarming-6,persona_173,4,6,5,3,4,5,6,llama_32_11B
1039,GlobalWarming-7,persona_173,4,6,5,3,7,6,5,llama_32_11B
1040,GlobalWarming-8,persona_173,3,6,4,3,5,4,5,llama_32_11B
1041,GlobalWarming-9,persona_173,3,6,4,2,5,4,3,llama_32_11B
1042,GlobalWarming-10,persona_173,4,6,5,4,5,6,5,llama_32_11B
1043,GlobalWarming-11,persona_173,4,6,3,2,7,5,4,llama_32_11B
1044,GlobalWarming-7,persona_174,3,6,4,3,6,5,6,llama_32_11B
1045,GlobalWarming-8,persona_174,1,6,4,3,5,4,6,llama_32_11B
1046,GlobalWarming-9,persona_174,4,6,4,3,5,4,5,llama_32_11B
1047,GlobalWarming-10,persona_174,4,6,5,4,5,6,5,llama_32_11B
1048,GlobalWarming-11,persona_174,4,6,3,2,7,5,4,llama_32_11B
1049,GlobalWarming-12,persona_174,3,6,4,2,5,4,5,llama_32_11B
1050,GlobalWarming-8,persona_175,1,6,4,3,5,4,6,llama_32_11B
1051,GlobalWarming-9,persona_175,3,6,4,2,5,4,3,llama_32_11B
1052,GlobalWarming-10,persona_175,4,6,5,4,5,6,5,llama_32_11B
1053,GlobalWarming-11,persona_175,3,6,4,2,7,5,6,llama_32_11B
1054,GlobalWarming-12,persona_175,3,6,4,2,5,4,5,llama_32_11B
1055,GlobalWarming-1,persona_175,3,6,4,3,6,5,6,llama_32_11B
1056,GlobalWarming-9,persona_176,4,5,4,3,6,5,5,llama_32_11B
1057,GlobalWarming-10,persona_176,4,6,5,4,5,6,5,llama_32_11B
1058,GlobalWarming-11,persona_176,3,6,4,2,7,5,6,llama_32_11B
1059,GlobalWarming-12,persona_176,3,6,4,2,5,4,5,llama_32_11B
1060,GlobalWarming-1,persona_176,4,6,3,2,5,4,6,llama_32_11B
1061,GlobalWarming-2,persona_176,4,5,4,3,6,4,5,llama_32_11B
1062,GlobalWarming-10,persona_177,4,6,5,4,5,6,5,llama_32_11B
1063,GlobalWarming-11,persona_177,2,6,3,2,7,5,4,llama_32_11B
1064,GlobalWarming-12,persona_177,4,6,4,3,5,4,5,llama_32_11B
1065,GlobalWarming-1,persona_177,2,6,3,2,5,4,5,llama_32_11B
1066,GlobalWarming-2,persona_177,4,6,4,3,6,5,5,llama_32_11B
1067,GlobalWarming-3,persona_177,1,6,4,2,5,3,6,llama_32_11B
1068,GlobalWarming-11,persona_178,3,6,4,2,7,5,6,llama_32_11B
1069,GlobalWarming-12,persona_178,3,6,4,3,5,4,5,llama_32_11B
1070,GlobalWarming-1,persona_178,3,6,4,3,6,5,6,llama_32_11B
1071,GlobalWarming-2,persona_178,4,5,4,4,6,5,5,llama_32_11B
1072,GlobalWarming-3,persona_178,3,6,4,3,6,5,6,llama_32_11B
1073,GlobalWarming-4,persona_178,6,6,4,4,6,6,6,llama_32_11B
1074,GlobalWarming-12,persona_179,4,6,4,3,5,4,5,llama_32_11B
1075,GlobalWarming-1,persona_179,4,6,3,2,5,4,6,llama_32_11B
1076,GlobalWarming-2,persona_179,4,6,4,4,6,4,6,llama_32_11B
1077,GlobalWarming-3,persona_179,3,6,4,3,5,4,6,llama_32_11B
1078,GlobalWarming-4,persona_179,3,5,4,3,5,4,4,llama_32_11B
1079,GlobalWarming-5,persona_179,4,5,4,3,6,5,5,llama_32_11B
1080,GlobalWarming-1,persona_180,3,6,4,3,6,5,6,llama_32_11B
1081,GlobalWarming-2,persona_180,3,6,4,3,6,5,6,llama_32_11B
1082,GlobalWarming-3,persona_180,3,6,4,3,5,6,5,llama_32_11B
1083,GlobalWarming-4,persona_180,3,6,4,3,5,4,5,llama_32_11B
1084,GlobalWarming-5,persona_180,4,5,4,3,5,5,5,llama_32_11B
1085,GlobalWarming-6,persona_180,3,6,4,3,6,5,6,llama_32_11B
1086,GlobalWarming-2,persona_181,3,5,4,3,6,4,5,llama_32_11B
1087,GlobalWarming-3,persona_181,4,6,4,3,5,4,5,llama_32_11B
1088,GlobalWarming-4,persona_181,3,6,4,2,5,3,4,llama_32_11B
1089,GlobalWarming-5,persona_181,4,5,4,3,6,5,5,llama_32_11B
1090,GlobalWarming-6,persona_181,4,6,5,3,4,5,6,llama_32_11B
1091,GlobalWarming-7,persona_181,4,6,4,3,5,6,5,llama_32_11B
1092,GlobalWarming-3,persona_182,4,6,4,3,5,4,5,llama_32_11B
1093,GlobalWarming-4,persona_182,3,6,4,3,5,4,5,llama_32_11B
1094,GlobalWarming-5,persona_182,4,6,4,3,5,4,5,llama_32_11B
1095,GlobalWarming-6,persona_182,3,6,4,2,5,4,5,llama_32_11B
1096,GlobalWarming-7,persona_182,3,6,4,3,6,5,6,llama_32_11B
1097,GlobalWarming-8,persona_182,3,6,4,3,5,4,5,llama_32_11B
1098,GlobalWarming-4,persona_183,3,4,4,3,4,4,4,llama_32_11B
1099,GlobalWarming-5,persona_183,4,5,4,3,5,5,5,llama_32_11B
1100,GlobalWarming-6,persona_183,4,6,4,3,5,4,5,llama_32_11B
1101,GlobalWarming-7,persona_183,4,6,4,3,5,6,5,llama_32_11B
1102,GlobalWarming-8,persona_183,1,6,4,3,5,4,6,llama_32_11B
1103,GlobalWarming-9,persona_183,3,5,4,3,6,5,4,llama_32_11B
1104,GlobalWarming-5,persona_184,4,5,4,3,6,5,5,llama_32_11B
1105,GlobalWarming-6,persona_184,4,6,4,3,5,6,5,llama_32_11B
1106,GlobalWarming-7,persona_184,3,6,4,3,6,5,6,llama_32_11B
1107,GlobalWarming-8,persona_184,4,6,4,4,6,6,6,llama_32_11B
1108,GlobalWarming-9,persona_184,3,5,4,3,6,5,4,llama_32_11B
1109,GlobalWarming-10,persona_184,4,6,5,4,5,6,5,llama_32_11B
1110,GlobalWarming-6,persona_185,4,6,4,3,5,6,5,llama_32_11B
1111,GlobalWarming-7,persona_185,3,6,4,3,6,5,6,llama_32_11B
1112,GlobalWarming-8,persona_185,2,6,4,3,5,7,6,llama_32_11B
1113,GlobalWarming-9,persona_185,3,5,4,2,6,4,5,llama_32_11B
1114,GlobalWarming-10,persona_185,4,6,4,4,6,6,6,llama_32_11B
1115,GlobalWarming-11,persona_185,6,5,4,3,7,6,5,llama_32_11B
1116,GlobalWarming-7,persona_186,3,6,4,3,6,5,6,llama_32_11B
1117,GlobalWarming-8,persona_186,3,6,4,3,5,4,5,llama_32_11B
1118,GlobalWarming-9,persona_186,3,5,4,2,6,4,5,llama_32_11B
1119,GlobalWarming-10,persona_186,4,6,5,4,6,5,6,llama_32_11B
1120,GlobalWarming-11,persona_186,4,6,3,2,7,5,6,llama_32_11B
1121,GlobalWarming-12,persona_186,3,6,4,2,5,4,5,llama_32_11B
1122,GlobalWarming-8,persona_187,3,6,4,3,5,4,5,llama_32_11B
1123,GlobalWarming-9,persona_187,3,6,4,2,5,4,3,llama_32_11B
1124,GlobalWarming-10,persona_187,4,6,5,3,6,5,4,llama_32_11B
1125,GlobalWarming-11,persona_187,2,6,3,2,7,5,4,llama_32_11B
1126,GlobalWarming-12,persona_187,3,6,4,2,5,4,3,llama_32_11B
1127,GlobalWarming-1,persona_187,4,6,4,3,5,6,5,llama_32_11B
1128,GlobalWarming-9,persona_188,3,6,4,2,5,4,5,llama_32_11B
1129,GlobalWarming-10,persona_188,4,6,5,4,5,6,5,llama_32_11B
1130,GlobalWarming-11,persona_188,4,6,3,2,7,5,6,llama_32_11B
1131,GlobalWarming-12,persona_188,4,6,5,3,5,4,5,llama_32_11B
1132,GlobalWarming-1,persona_188,4,6,5,3,7,6,5,llama_32_11B
1133,GlobalWarming-2,persona_188,4,4,4,4,4,4,4,llama_32_11B
1134,GlobalWarming-10,persona_189,4,5,4,4,5,5,5,llama_32_11B
1135,GlobalWarming-11,persona_189,3,6,4,2,7,5,6,llama_32_11B
1136,GlobalWarming-12,persona_189,4,6,4,3,5,4,5,llama_32_11B
1137,GlobalWarming-1,persona_189,2,6,3,2,5,4,6,llama_32_11B
1138,GlobalWarming-2,persona_189,4,5,4,3,6,4,5,llama_32_11B
1139,GlobalWarming-3,persona_189,3,4,4,2,3,4,4,llama_32_11B
1140,GlobalWarming-11,persona_190,4,6,3,2,7,5,6,llama_32_11B
1141,GlobalWarming-12,persona_190,4,6,4,3,5,4,5,llama_32_11B
1142,GlobalWarming-1,persona_190,3,5,3,2,4,5,4,llama_32_11B
1143,GlobalWarming-2,persona_190,4,5,4,4,6,5,5,llama_32_11B
1144,GlobalWarming-3,persona_190,4,6,4,3,5,4,5,llama_32_11B
1145,GlobalWarming-4,persona_190,3,4,4,3,4,4,4,llama_32_11B
1146,GlobalWarming-12,persona_191,3,6,4,3,5,4,5,llama_32_11B
1147,GlobalWarming-1,persona_191,4,6,3,2,5,4,6,llama_32_11B
1148,GlobalWarming-2,persona_191,4,5,4,3,6,4,5,llama_32_11B
1149,GlobalWarming-3,persona_191,3,6,4,3,5,6,6,llama_32_11B
1150,GlobalWarming-4,persona_191,4,6,4,3,5,4,5,llama_32_11B
1151,GlobalWarming-5,persona_191,3,5,4,3,5,4,5,llama_32_11B
1152,GlobalWarming-1,persona_192,4,6,3,2,5,6,5,llama_32_11B
1153,GlobalWarming-2,persona_192,3,4,3,2,4,3,4,llama_32_11B
1154,GlobalWarming-3,persona_192,3,6,4,3,5,6,5,llama_32_11B
1155,GlobalWarming-4,persona_192,3,5,4,3,4,5,4,llama_32_11B
1156,GlobalWarming-5,persona_192,3,5,4,3,5,5,4,llama_32_11B
1157,GlobalWarming-6,persona_192,4,6,4,3,5,4,5,llama_32_11B
1158,GlobalWarming-2,persona_193,3,5,4,3,6,4,5,llama_32_11B
1159,GlobalWarming-3,persona_193,3,6,4,3,5,4,5,llama_32_11B
1160,GlobalWarming-4,persona_193,3,5,4,3,4,5,4,llama_32_11B
1161,GlobalWarming-5,persona_193,3,5,4,3,5,5,5,llama_32_11B
1162,GlobalWarming-6,persona_193,4,6,4,3,5,4,5,llama_32_11B
1163,GlobalWarming-7,persona_193,3,6,4,3,6,5,6,llama_32_11B
1164,GlobalWarming-3,persona_194,4,6,4,3,5,4,5,llama_32_11B
1165,GlobalWarming-4,persona_194,4,5,4,3,5,5,4,llama_32_11B
1166,GlobalWarming-5,persona_194,4,5,4,3,5,5,5,llama_32_11B
1167,GlobalWarming-6,persona_194,4,6,4,3,5,4,5,llama_32_11B
1168,GlobalWarming-7,persona_194,3,6,4,3,6,5,6,llama_32_11B
1169,GlobalWarming-8,persona_194,4,6,4,3,5,6,5,llama_32_11B
1170,GlobalWarming-4,persona_195,6,7,4,3,5,6,7,llama_32_11B
1171,GlobalWarming-5,persona_195,4,5,4,3,5,5,5,llama_32_11B
1172,GlobalWarming-6,persona_195,4,6,4,3,5,4,5,llama_32_11B
1173,GlobalWarming-7,persona_195,4,6,5,3,7,6,5,llama_32_11B
1174,GlobalWarming-8,persona_195,4,6,5,3,5,6,5,llama_32_11B
1175,GlobalWarming-9,persona_195,4,6,5,3,6,5,4,llama_32_11B
1176,GlobalWarming-5,persona_196,4,6,4,3,5,4,5,llama_32_11B
1177,GlobalWarming-6,persona_196,4,6,4,3,5,4,5,llama_32_11B
1178,GlobalWarming-7,persona_196,3,6,4,3,6,5,6,llama_32_11B
1179,GlobalWarming-8,persona_196,4,6,4,4,5,5,5,llama_32_11B
1180,GlobalWarming-9,persona_196,4,6,3,2,5,4,5,llama_32_11B
1181,GlobalWarming-10,persona_196,4,6,4,4,6,6,6,llama_32_11B
1182,GlobalWarming-6,persona_197,4,6,4,3,5,4,5,llama_32_11B
1183,GlobalWarming-7,persona_197,3,6,4,3,6,5,6,llama_32_11B
1184,GlobalWarming-8,persona_197,3,6,4,3,5,4,5,llama_32_11B
1185,GlobalWarming-9,persona_197,3,6,4,2,5,4,5,llama_32_11B
1186,GlobalWarming-10,persona_197,4,6,5,4,5,6,5,llama_32_11B
1187,GlobalWarming-11,persona_197,4,6,3,2,7,5,4,llama_32_11B
1188,GlobalWarming-7,persona_198,4,6,4,3,5,6,5,llama_32_11B
1189,GlobalWarming-8,persona_198,3,6,4,3,5,4,5,llama_32_11B
1190,GlobalWarming-9,persona_198,3,5,4,3,6,5,4,llama_32_11B
1191,GlobalWarming-10,persona_198,4,6,5,4,6,7,6,llama_32_11B
1192,GlobalWarming-11,persona_198,6,5,4,3,7,6,5,llama_32_11B
1193,GlobalWarming-12,persona_198,2,6,4,3,5,4,5,llama_32_11B
1194,GlobalWarming-8,persona_199,4,6,5,4,6,7,6,llama_32_11B
1195,GlobalWarming-9,persona_199,4,6,5,3,6,5,4,llama_32_11B
1196,GlobalWarming-10,persona_199,4,6,5,4,5,6,5,llama_32_11B
1197,GlobalWarming-11,persona_199,4,6,3,2,7,5,6,llama_32_11B
1198,GlobalWarming-12,persona_199,3,6,4,3,5,6,5,llama_32_11B
1199,GlobalWarming-1,persona_199,4,6,3,2,5,4,6,llama_32_11B
1200,GlobalWarming-9,persona_200,3,5,4,2,6,4,5,llama_32_11B
1201,GlobalWarming-10,persona_200,4,6,5,3,5,6,5,llama_32_11B
1202,GlobalWarming-11,persona_200,3,6,2,1,7,5,4,llama_32_11B
1203,GlobalWarming-12,persona_200,4,6,4,3,5,4,5,llama_32_11B
1204,GlobalWarming-1,persona_200,3,6,4,3,6,5,6,llama_32_11B
1205,GlobalWarming-2,persona_200,3,4,3,2,4,3,4,llama_32_11B
1206,GlobalWarming-10,persona_201,4,6,5,4,5,6,5,llama_32_11B
1207,GlobalWarming-11,persona_201,4,6,3,2,7,5,4,llama_32_11B
1208,GlobalWarming-12,persona_201,2,6,4,3,5,4,5,llama_32_11B
1209,GlobalWarming-1,persona_201,4,6,3,2,5,4,6,llama_32_11B
1210,GlobalWarming-2,persona_201,4,5,4,4,6,5,5,llama_32_11B
1211,GlobalWarming-3,persona_201,4,6,4,3,5,4,5,llama_32_11B
1212,GlobalWarming-11,persona_202,4,6,3,2,7,5,4,llama_32_11B
1213,GlobalWarming-12,persona_202,3,6,4,2,5,4,3,llama_32_11B
1214,GlobalWarming-1,persona_202,3,6,4,2,5,6,5,llama_32_11B
1215,GlobalWarming-2,persona_202,4,6,4,4,6,4,6,llama_32_11B
1216,GlobalWarming-3,persona_202,3,6,4,2,5,4,6,llama_32_11B
1217,GlobalWarming-4,persona_202,6,7,4,3,5,6,7,llama_32_11B
1218,GlobalWarming-12,persona_203,3,6,4,2,5,4,5,llama_32_11B
1219,GlobalWarming-1,persona_203,3,6,4,3,6,5,6,llama_32_11B
1220,GlobalWarming-2,persona_203,4,6,4,4,6,4,4,llama_32_11B
1221,GlobalWarming-3,persona_203,3,6,4,3,5,6,5,llama_32_11B
1222,GlobalWarming-4,persona_203,4,6,4,3,5,4,5,llama_32_11B
1223,GlobalWarming-5,persona_203,4,5,4,3,5,4,5,llama_32_11B
1224,GlobalWarming-1,persona_204,3,6,4,3,6,6,6,llama_32_11B
1225,GlobalWarming-2,persona_204,4,5,4,4,5,4,5,llama_32_11B
1226,GlobalWarming-3,persona_204,3,6,4,3,5,6,5,llama_32_11B
1227,GlobalWarming-4,persona_204,4,5,4,3,4,5,4,llama_32_11B
1228,GlobalWarming-5,persona_204,4,5,4,3,5,5,5,llama_32_11B
1229,GlobalWarming-6,persona_204,4,6,4,3,5,4,5,llama_32_11B
1230,GlobalWarming-2,persona_205,3,6,4,4,6,5,6,llama_32_11B
1231,GlobalWarming-3,persona_205,2,6,4,3,5,4,6,llama_32_11B
1232,GlobalWarming-4,persona_205,3,5,4,3,4,4,4,llama_32_11B
1233,GlobalWarming-5,persona_205,4,6,4,3,5,4,5,llama_32_11B
1234,GlobalWarming-6,persona_205,4,6,4,3,5,4,5,llama_32_11B
1235,GlobalWarming-7,persona_205,3,6,4,3,6,5,6,llama_32_11B
1236,GlobalWarming-3,persona_206,4,6,4,3,5,4,5,llama_32_11B
1237,GlobalWarming-4,persona_206,3,6,4,3,6,5,6,llama_32_11B
1238,GlobalWarming-5,persona_206,4,5,4,3,5,5,5,llama_32_11B
1239,GlobalWarming-6,persona_206,4,6,5,3,6,5,6,llama_32_11B
1240,GlobalWarming-7,persona_206,4,6,4,3,6,5,6,llama_32_11B
1241,GlobalWarming-8,persona_206,4,6,4,4,6,5,5,llama_32_11B
1242,GlobalWarming-4,persona_207,2,6,4,3,5,4,6,llama_32_11B
1243,GlobalWarming-5,persona_207,3,5,4,3,6,5,5,llama_32_11B
1244,GlobalWarming-6,persona_207,3,6,4,3,6,5,6,llama_32_11B
1245,GlobalWarming-7,persona_207,2,6,3,2,5,4,6,llama_32_11B
1246,GlobalWarming-8,persona_207,1,6,2,3,5,4,6,llama_32_11B
1247,GlobalWarming-9,persona_207,3,6,4,2,5,4,5,llama_32_11B
1248,GlobalWarming-5,persona_208,4,5,4,3,5,5,5,llama_32_11B
1249,GlobalWarming-6,persona_208,3,6,4,2,5,4,5,llama_32_11B
1250,GlobalWarming-7,persona_208,2,6,4,3,7,5,6,llama_32_11B
1251,GlobalWarming-8,persona_208,3,6,4,3,5,4,5,llama_32_11B
1252,GlobalWarming-9,persona_208,2,5,4,3,6,4,5,llama_32_11B
1253,GlobalWarming-10,persona_208,4,6,5,4,6,5,6,llama_32_11B
1254,GlobalWarming-6,persona_209,4,6,4,3,5,4,5,llama_32_11B
1255,GlobalWarming-7,persona_209,4,6,4,4,6,6,6,llama_32_11B
1256,GlobalWarming-8,persona_209,3,6,4,3,5,4,5,llama_32_11B
1257,GlobalWarming-9,persona_209,3,6,4,2,5,4,5,llama_32_11B
1258,GlobalWarming-10,persona_209,4,6,5,3,6,5,6,llama_32_11B
1259,GlobalWarming-11,persona_209,2,6,3,2,7,5,4,llama_32_11B
1260,GlobalWarming-7,persona_210,4,6,4,3,6,5,5,llama_32_11B
1261,GlobalWarming-8,persona_210,3,6,4,3,5,4,5,llama_32_11B
1262,GlobalWarming-9,persona_210,3,6,4,2,5,4,3,llama_32_11B
1263,GlobalWarming-10,persona_210,4,6,5,3,5,4,5,llama_32_11B
1264,GlobalWarming-11,persona_210,3,6,4,2,7,5,6,llama_32_11B
1265,GlobalWarming-12,persona_210,3,6,4,2,5,4,5,llama_32_11B
1266,GlobalWarming-8,persona_211,4,6,4,4,6,5,5,llama_32_11B
1267,GlobalWarming-9,persona_211,3,6,4,3,5,4,5,llama_32_11B
1268,GlobalWarming-10,persona_211,4,6,5,4,6,5,6,llama_32_11B
1269,GlobalWarming-11,persona_211,3,6,2,1,7,5,4,llama_32_11B
1270,GlobalWarming-12,persona_211,3,6,4,3,5,4,5,llama_32_11B
1271,GlobalWarming-1,persona_211,3,6,4,3,6,5,5,llama_32_11B
1272,GlobalWarming-9,persona_212,4,6,4,3,5,4,5,llama_32_11B
1273,GlobalWarming-10,persona_212,4,6,5,4,5,6,5,llama_32_11B
1274,GlobalWarming-11,persona_212,3,6,4,2,7,5,6,llama_32_11B
1275,GlobalWarming-12,persona_212,4,6,5,3,6,5,4,llama_32_11B
1276,GlobalWarming-1,persona_212,4,6,4,3,6,5,6,llama_32_11B
1277,GlobalWarming-2,persona_212,4,6,4,4,6,4,4,llama_32_11B
1278,GlobalWarming-10,persona_213,4,6,5,3,5,6,5,llama_32_11B
1279,GlobalWarming-11,persona_213,4,6,3,2,7,5,6,llama_32_11B
1280,GlobalWarming-12,persona_213,4,6,5,3,4,5,4,llama_32_11B
1281,GlobalWarming-1,persona_213,4,6,4,3,5,6,5,llama_32_11B
1282,GlobalWarming-2,persona_213,4,4,4,4,4,4,4,llama_32_11B
1283,GlobalWarming-3,persona_213,6,5,4,3,2,1,7,llama_32_11B
1284,GlobalWarming-11,persona_214,3,6,4,2,7,5,6,llama_32_11B
1285,GlobalWarming-12,persona_214,3,6,4,2,5,4,5,llama_32_11B
1286,GlobalWarming-1,persona_214,3,6,4,3,6,6,5,llama_32_11B
1287,GlobalWarming-2,persona_214,3,5,4,3,5,4,4,llama_32_11B
1288,GlobalWarming-3,persona_214,6,7,5,3,4,6,5,llama_32_11B
1289,GlobalWarming-4,persona_214,3,6,4,3,5,6,5,llama_32_11B
1290,GlobalWarming-12,persona_215,3,6,4,3,5,4,5,llama_32_11B
1291,GlobalWarming-1,persona_215,4,6,4,3,6,5,6,llama_32_11B
1292,GlobalWarming-2,persona_215,4,6,4,4,6,4,6,llama_32_11B
1293,GlobalWarming-3,persona_215,6,7,5,4,6,7,6,llama_32_11B
1294,GlobalWarming-4,persona_215,3,5,4,3,5,5,4,llama_32_11B
1295,GlobalWarming-5,persona_215,4,5,4,3,6,5,5,llama_32_11B
